"","cp","ville","cle","nb"
"591",60440,"BOISSY FRESNOY","AC150",1
"592",17132,"MESCHERS-SUR-GIRONDE","AC1544",1
"593",95870,"BEZONS","AC156",29
"594",22400,"LAMBALLE-ARMOR","AC156",1
"595",55100,"CHARNY SUR MEUSE","AC158",1
"596",13100,"AIX EN PROVENCE","AC159",5
"597",75012,"PARIS 12","AC16",5
"598",75015,"PARIS 15","AC16",2
"599",60440,"BOISSY FRESNOY","AC162",1
"600",92140,"CLAMART","AC162",4
"601",93160,"NOISY-LE-GRAND","AC163",2
"602",95880,"ENGHIEN LES BAINS","AC164",3
"603",17132,"MESCHERS-SUR-GIRONDE","AC1645",4
"604",13100,"AIX EN PROVENCE","AC168",2
"605",92000,"NANTERRE","AC17",1
"606",13100,"AIX EN PROVENCE","AC170",1
"607",17132,"MESCHERS-SUR-GIRONDE","AC1711",1
"608",29120,"PLOMEUR","AC172",2
"609",60440,"BOISSY FRESNOY","AC173",1
"610",77230,"DAMMARTIN-EN-GOELE","AC173",2
"611",60440,"BOISSY FRESNOY","AC174",1
"612",60440,"BOISSY FRESNOY","AC175",1
"613",75015,"PARIS 15","AC18",3
"614",13100,"AIX EN PROVENCE","AC180",1
"615",17132,"MESCHERS-SUR-GIRONDE","AC1804",1
"616",22400,"LAMBALLE-ARMOR","AC181",1
"617",22400,"LAMBALLE-ARMOR","AC183",1
"618",55100,"VERDUN","AC183",2
"619",13100,"SAINT-MARC-JAUMEGARDE","AC186",1
"620",13100,"SAINT-MARC-JAUMEGARDE","AC187",1
"621",91000,"EVRY-COURCOURONNES","AC189",2
"622",75012,"PARIS 12","AC19",2
"623",13100,"SAINT-MARC-JAUMEGARDE","AC190",1
"624",13100,"AIX EN PROVENCE","AC192",1
"625",13100,"AIX EN PROVENCE","AC195",1
"626",77230,"DAMMARTIN-EN-GOELE","AC199",2
"627",92140,"CLAMART","AC2",2
"628",13100,"AIX EN PROVENCE","AC20",2
"629",13100,"AIX EN PROVENCE","AC204",1
"630",42300,"ROANNE","AC206",1
"631",13100,"AIX EN PROVENCE","AC207",1
"632",77230,"DAMMARTIN-EN-GOELE","AC208",3
"633",42300,"ROANNE","AC209",4
"634",92140,"CLAMART","AC21",1
"635",95880,"ENGHIEN LES BAINS","AC21",2
"636",75012,"PARIS 12","AC21",1
"637",75020,"PARIS 20","AC21",3
"638",77230,"DAMMARTIN-EN-GOELE","AC213",1
"639",13100,"AIX EN PROVENCE","AC22",1
"640",75015,"PARIS 15","AC22",1
"641",60440,"BOISSY FRESNOY","AC222",1
"642",60440,"BOISSY FRESNOY","AC224",1
"643",95880,"ENGHIEN LES BAINS","AC225",2
"644",13100,"AIX EN PROVENCE","AC23",2
"645",91800,"BRUNOY","AC23",2
"646",75020,"PARIS 20","AC23",4
"647",91800,"BRUNOY","AC232",15
"648",60440,"CHEVREVILLE","AC236",1
"649",92230,"GENNEVILLIERS","AC237",1
"650",55100,"DUGNY SUR MEUSE","AC24",3
"651",75012,"PARIS 12","AC24",4
"652",51100,"REIMS","AC241",1
"653",95880,"ENGHIEN LES BAINS","AC243",2
"654",95870,"BEZONS","AC245",2
"655",95880,"ENGHIEN LES BAINS","AC245",3
"656",13100,"SAINT-MARC-JAUMEGARDE","AC249",2
"657",55100,"DUGNY SUR MEUSE","AC25",2
"658",95880,"ENGHIEN LES BAINS","AC250",2
"659",17132,"MESCHERS-SUR-GIRONDE","AC250",1
"660",51100,"REIMS","AC251",1
"661",13100,"SAINT-MARC-JAUMEGARDE","AC251",1
"662",55100,"DUGNY SUR MEUSE","AC253",1
"663",13100,"SAINT-MARC-JAUMEGARDE","AC254",1
"664",75015,"PARIS 15","AC26",7
"665",55100,"BRAS SUR MEUSE","AC263",4
"666",91800,"BRUNOY","AC263",6
"667",91800,"BRUNOY","AC266",4
"668",91800,"BRUNOY","AC269",23
"669",91220,"BRETIGNY SUR ORGE","AC271",4
"670",95880,"ENGHIEN LES BAINS","AC274",8
"671",13100,"AIX EN PROVENCE","AC282",5
"672",51100,"REIMS","AC282",1
"673",51100,"REIMS","AC283",1
"674",91220,"LE PLESSIS PATE","AC285",1
"675",42300,"ROANNE","AC289",4
"676",75012,"PARIS 12","AC29",2
"677",13100,"AIX EN PROVENCE","AC292",1
"678",93160,"NOISY-LE-GRAND","AC299",5
"679",13100,"SAINT-MARC-JAUMEGARDE","AC313",1
"680",55100,"BRAS SUR MEUSE","AC314",2
"681",13100,"SAINT-MARC-JAUMEGARDE","AC314",1
"682",77820,"CHATELET-EN-BRIE (LE)","AC316",3
"683",13100,"SAINT-MARC-JAUMEGARDE","AC316",1
"684",60440,"BOISSY FRESNOY","AC317",2
"685",13100,"SAINT-MARC-JAUMEGARDE","AC317",1
"686",60440,"BOISSY FRESNOY","AC319",1
"687",55100,"BRAS SUR MEUSE","AC319",1
"688",75015,"PARIS 15","AC32",2
"689",75015,"PARIS 15","AC33",2
"690",22400,"LAMBALLE-ARMOR","AC331",1
"691",42300,"ROANNE","AC34",1
"692",13100,"SAINT-MARC-JAUMEGARDE","AC342",1
"693",13100,"SAINT-MARC-JAUMEGARDE","AC343",1
"694",13100,"SAINT-MARC-JAUMEGARDE","AC345",1
"695",60440,"BOISSY FRESNOY","AC348",1
"696",75020,"PARIS 20","AC35",6
"697",13100,"AIX EN PROVENCE","AC36",1
"698",92230,"GENNEVILLIERS","AC36",3
"699",13100,"AIX EN PROVENCE","AC363",2
"700",13100,"AIX EN PROVENCE","AC38",1
"701",95880,"ENGHIEN LES BAINS","AC383",1
"702",95880,"ENGHIEN LES BAINS","AC384",1
"703",95880,"ENGHIEN LES BAINS","AC386",2
"704",95880,"ENGHIEN LES BAINS","AC388",1
"705",95880,"ENGHIEN LES BAINS","AC390",1
"706",95880,"ENGHIEN LES BAINS","AC392",1
"707",95880,"ENGHIEN LES BAINS","AC393",6
"708",95880,"ENGHIEN LES BAINS","AC400",2
"709",77820,"CHATELET-EN-BRIE (LE)","AC401",1
"710",93160,"NOISY-LE-GRAND","AC407",2
"711",93160,"NOISY-LE-GRAND","AC409",2
"712",75012,"PARIS 12","AC41",2
"713",75020,"PARIS 20","AC41",1
"714",91800,"BOUSSY-SAINT-ANTOINE","AC412",2
"715",93160,"NOISY-LE-GRAND","AC412",3
"716",85000,"ROCHE SUR YON (LA)","AC415",1
"717",75020,"PARIS 20","AC42",1
"718",75020,"PARIS 20","AC44",8
"719",93160,"NOISY-LE-GRAND","AC442",1
"720",77820,"CHATELET-EN-BRIE (LE)","AC444",1
"721",95880,"ENGHIEN LES BAINS","AC445",1
"722",95870,"BEZONS","AC452",6
"723",13100,"AIX EN PROVENCE","AC46",1
"724",93140,"BONDY","AC46",2
"725",92130,"ISSY-LES-MOULINEAUX","AC46",1
"726",75015,"PARIS 15","AC46",5
"727",13100,"SAINT-MARC-JAUMEGARDE","AC46",1
"728",75020,"PARIS 20","AC47",1
"729",92230,"GENNEVILLIERS","AC48",1
"730",95870,"BEZONS","AC49",2
"731",85000,"ROCHE SUR YON (LA)","AC496",11
"732",55100,"BRAS SUR MEUSE","AC5",1
"733",85000,"ROCHE SUR YON (LA)","AC503",1
"734",95880,"ENGHIEN LES BAINS","AC517",2
"735",55100,"VERDUN","AC52",6
"736",55100,"CHARNY SUR MEUSE","AC53",1
"737",91000,"EVRY-COURCOURONNES","AC53",22
"738",91220,"BRETIGNY SUR ORGE","AC536",4
"739",93160,"NOISY-LE-GRAND","AC548",6
"740",91220,"BRETIGNY SUR ORGE","AC559",3
"741",91000,"EVRY-COURCOURONNES","AC56",20
"742",55100,"CHARNY SUR MEUSE","AC57",2
"743",75020,"PARIS 20","AC58",5
"744",17132,"MESCHERS-SUR-GIRONDE","AC59",1
"745",75020,"PARIS 20","AC61",1
"746",85000,"ROCHE SUR YON (LA)","AC612",1
"747",85000,"ROCHE SUR YON (LA)","AC617",1
"748",85000,"ROCHE SUR YON (LA)","AC625",5
"749",85000,"ROCHE SUR YON (LA)","AC626",9
"750",91800,"BOUSSY-SAINT-ANTOINE","AC644",1
"751",75012,"PARIS 12","AC65",16
"752",92130,"ISSY-LES-MOULINEAUX","AC66",15
"753",85000,"ROCHE SUR YON (LA)","AC660",5
"754",91800,"BOUSSY-SAINT-ANTOINE","AC672",4
"755",85000,"ROCHE SUR YON (LA)","AC684",17
"756",17132,"MESCHERS-SUR-GIRONDE","AC687",1
"757",95880,"ENGHIEN LES BAINS","AC69",3
"758",75020,"PARIS 20","AC69",1
"759",75012,"PARIS 12","AC7",2
"760",75012,"PARIS 12","AC73",6
"761",91800,"BOUSSY-SAINT-ANTOINE","AC736",1
"762",94600,"CHOISY-LE-ROI","AC74",3
"763",75020,"PARIS 20","AC74",2
"764",42300,"ROANNE","AC74",6
"765",91800,"BOUSSY-SAINT-ANTOINE","AC743",1
"766",91800,"BOUSSY-SAINT-ANTOINE","AC747",1
"767",75012,"PARIS 12","AC75",2
"768",75020,"PARIS 20","AC75",2
"769",13100,"AIX EN PROVENCE","AC76",3
"770",75012,"PARIS 12","AC77",2
"771",91800,"BOUSSY-SAINT-ANTOINE","AC773",1
"772",91800,"BOUSSY-SAINT-ANTOINE","AC788",1
"773",75020,"PARIS 20","AC79",1
"774",91800,"BOUSSY-SAINT-ANTOINE","AC797",1
"775",55100,"VERDUN","AC8",5
"776",91800,"BOUSSY-SAINT-ANTOINE","AC808",1
"777",91080,"EVRY-COURCOURONNES","AC81",6
"778",93160,"NOISY-LE-GRAND","AC821",1
"779",91800,"BOUSSY-SAINT-ANTOINE","AC822",1
"780",93160,"NOISY-LE-GRAND","AC824",1
"781",93160,"NOISY-LE-GRAND","AC826",2
"782",55100,"BRAS SUR MEUSE","AC84",1
"783",85000,"ROCHE SUR YON (LA)","AC851",11
"784",13100,"AIX EN PROVENCE","AC86",1
"785",95880,"ENGHIEN LES BAINS","AC87",1
"786",94320,"THIAIS","AC88",6
"787",93140,"BONDY","AC9",2
"788",93160,"NOISY-LE-GRAND","AC930",2
"789",91800,"BRUNOY","AC94",1
"790",91220,"LE PLESSIS PATE","AC94",1
"791",42300,"ROANNE","AC94",20
"792",17132,"MESCHERS-SUR-GIRONDE","AC942",1
"793",17132,"MESCHERS-SUR-GIRONDE","AC954",1
"794",17132,"MESCHERS-SUR-GIRONDE","AC965",1
"795",95880,"ENGHIEN LES BAINS","AC98",1
"796",42300,"MABLY","AD1",1
"797",75015,"PARIS 15","AD1",13
"798",75016,"PARIS 16","AD1",3
"799",51100,"REIMS","AD10",3
"800",55100,"VERDUN","AD100",1
"801",95880,"ENGHIEN LES BAINS","AD101",3
"802",95870,"BEZONS","AD1022",3
"803",92130,"ISSY-LES-MOULINEAUX","AD103",2
"804",95870,"BEZONS","AD1053",1
"805",95880,"ENGHIEN LES BAINS","AD1060",7
"806",77230,"DAMMARTIN-EN-GOELE","AD107",6
"807",95870,"BEZONS","AD1076",1
"808",95870,"BEZONS","AD1077",1
"809",17132,"MESCHERS-SUR-GIRONDE","AD1089",1
"810",95880,"ENGHIEN LES BAINS","AD1093",8
"811",17132,"MESCHERS-SUR-GIRONDE","AD1094",1
"812",51100,"REIMS","AD1096",2
"813",33100,"BORDEAUX","AD110",5
"814",92140,"CLAMART","AD110",3
"815",95870,"BEZONS","AD1105",3
"816",95880,"ENGHIEN LES BAINS","AD1118",3
"817",33100,"BORDEAUX","AD114",1
"818",33100,"BORDEAUX","AD117",1
"819",85000,"ROCHE SUR YON (LA)","AD121",1
"820",92140,"CLAMART","AD125",2
"821",93800,"EPINAY SUR SEINE","AD127",2
"822",92230,"GENNEVILLIERS","AD128",1
"823",85000,"ROCHE SUR YON (LA)","AD129",1
"824",33100,"BORDEAUX","AD130",3
"825",95870,"BEZONS","AD1331",1
"826",95870,"BEZONS","AD1332",1
"827",95870,"BEZONS","AD1333",2
"828",95870,"BEZONS","AD1334",1
"829",95870,"BEZONS","AD1335",2
"830",95870,"BEZONS","AD1336",1
"831",95870,"BEZONS","AD1337",1
"832",95870,"BEZONS","AD1344",1
"833",95870,"BEZONS","AD1345",1
"834",95870,"BEZONS","AD1346",1
"835",95870,"BEZONS","AD1347",1
"836",95870,"BEZONS","AD1348",1
"837",95870,"BEZONS","AD1349",1
"838",94320,"THIAIS","AD135",1
"839",95870,"BEZONS","AD1350",1
"840",95870,"BEZONS","AD1351",1
"841",95870,"BEZONS","AD1352",1
"842",95870,"BEZONS","AD1353",1
"843",95870,"BEZONS","AD1354",1
"844",95870,"BEZONS","AD1355",1
"845",95870,"BEZONS","AD1356",1
"846",92140,"CLAMART","AD137",5
"847",92130,"ISSY-LES-MOULINEAUX","AD14",6
"848",75016,"PARIS 16","AD14",2
"849",42300,"ROANNE","AD143",3
"850",17132,"MESCHERS-SUR-GIRONDE","AD146",1
"851",13100,"AIX EN PROVENCE","AD15",2
"852",91080,"EVRY-COURCOURONNES","AD15",3
"853",75016,"PARIS 16","AD15",2
"854",29120,"PONT L ABBE","AD15",2
"855",92130,"ISSY-LES-MOULINEAUX","AD155",1
"856",95870,"BEZONS","AD157",2
"857",94320,"THIAIS","AD159",2
"858",91220,"BRETIGNY SUR ORGE","AD16",9
"859",91000,"EVRY-COURCOURONNES","AD16",16
"860",92130,"ISSY-LES-MOULINEAUX","AD161",2
"861",42300,"ROANNE","AD161",2
"862",55100,"DUGNY SUR MEUSE","AD163",3
"863",92130,"ISSY-LES-MOULINEAUX","AD163",2
"864",77230,"DAMMARTIN-EN-GOELE","AD165",1
"865",92230,"GENNEVILLIERS","AD169",1
"866",95880,"ENGHIEN LES BAINS","AD171",4
"867",92230,"GENNEVILLIERS","AD171",1
"868",93160,"NOISY-LE-GRAND","AD171",2
"869",93700,"DRANCY","AD174",2
"870",42300,"ROANNE","AD177",2
"871",42300,"ROANNE","AD178",2
"872",91000,"EVRY-COURCOURONNES","AD18",10
"873",22400,"LAMBALLE-ARMOR","AD187",1
"874",22400,"LAMBALLE-ARMOR","AD188",1
"875",93140,"BONDY","AD19",2
"876",75020,"PARIS 20","AD19",1
"877",60440,"NANTEUIL LE HAUDOUIN","AD191",63
"878",17132,"MESCHERS-SUR-GIRONDE","AD194",1
"879",60440,"NANTEUIL LE HAUDOUIN","AD194",1
"880",55100,"VERDUN","AD195",1
"881",33100,"BORDEAUX","AD199",58
"882",13100,"AIX EN PROVENCE","AD2",1
"883",93800,"EPINAY SUR SEINE","AD2",2
"884",75016,"PARIS 16","AD2",1
"885",95880,"ENGHIEN LES BAINS","AD20",1
"886",75012,"PARIS 12","AD20",3
"887",33100,"BORDEAUX","AD201",1
"888",85000,"ROCHE SUR YON (LA)","AD201",1
"889",33100,"BORDEAUX","AD202",1
"890",93800,"EPINAY SUR SEINE","AD202",1
"891",93800,"EPINAY SUR SEINE","AD203",1
"892",95880,"ENGHIEN LES BAINS","AD207",3
"893",75020,"PARIS 20","AD21",5
"894",60440,"NANTEUIL LE HAUDOUIN","AD211",1
"895",95870,"BEZONS","AD218",5
"896",91220,"BRETIGNY SUR ORGE","AD218",2
"897",91080,"EVRY-COURCOURONNES","AD22",1
"898",75020,"PARIS 20","AD22",1
"899",95870,"BEZONS","AD226",3
"900",77230,"DAMMARTIN-EN-GOELE","AD23",2
"901",91080,"EVRY-COURCOURONNES","AD23",1
"902",75015,"PARIS 15","AD23",5
"903",93160,"NOISY-LE-GRAND","AD231",2
"904",42300,"ROANNE","AD233",3
"905",91220,"BRETIGNY SUR ORGE","AD235",2
"906",91220,"BRETIGNY SUR ORGE","AD239",9
"907",93160,"NOISY-LE-GRAND","AD239",1
"908",75020,"PARIS 20","AD24",2
"909",42300,"ROANNE","AD241",3
"910",85000,"ROCHE SUR YON (LA)","AD249",1
"911",95880,"ENGHIEN LES BAINS","AD25",2
"912",75012,"PARIS 12","AD25",8
"913",75015,"PARIS 15","AD25",5
"914",94320,"THIAIS","AD26",2
"915",95880,"ENGHIEN LES BAINS","AD262",1
"916",51100,"REIMS","AD262",1
"917",75016,"PARIS 16","AD27",2
"918",75016,"PARIS 16","AD28",2
"919",77230,"DAMMARTIN-EN-GOELE","AD281",1
"920",75012,"PARIS 12","AD29",2
"921",42300,"ROANNE","AD291",2
"922",91220,"BRETIGNY SUR ORGE","AD295",2
"923",93160,"NOISY-LE-GRAND","AD298",2
"924",55100,"VERDUN","AD3",2
"925",42300,"ROANNE","AD302",3
"926",92140,"CLAMART","AD310",11
"927",92140,"CLAMART","AD312",3
"928",77230,"DAMMARTIN-EN-GOELE","AD313",1
"929",95880,"ENGHIEN LES BAINS","AD314",4
"930",92140,"CLAMART","AD317",1
"931",42300,"ROANNE","AD319",1
"932",92140,"CLAMART","AD320",1
"933",92140,"CLAMART","AD322",2
"934",77230,"DAMMARTIN-EN-GOELE","AD325",1
"935",93160,"NOISY-LE-GRAND","AD326",1
"936",93160,"NOISY-LE-GRAND","AD33",1
"937",94320,"THIAIS","AD33",3
"938",22400,"LAMBALLE-ARMOR","AD331",2
"939",92140,"CLAMART","AD333",1
"940",77230,"DAMMARTIN-EN-GOELE","AD333",1
"941",22400,"LAMBALLE-ARMOR","AD334",1
"942",17132,"MESCHERS-SUR-GIRONDE","AD334",2
"943",22400,"LAMBALLE-ARMOR","AD335",1
"944",92140,"CLAMART","AD341",4
"945",75015,"PARIS 15","AD35",12
"946",95870,"BEZONS","AD351",2
"947",29120,"COMBRIT","AD358",3
"948",92140,"CLAMART","AD36",3
"949",77230,"DAMMARTIN-EN-GOELE","AD363",2
"950",77820,"CHATELET-EN-BRIE (LE)","AD37",1
"951",77230,"DAMMARTIN-EN-GOELE","AD371",1
"952",13100,"AIX EN PROVENCE","AD38",1
"953",75020,"PARIS 20","AD38",2
"954",95880,"ENGHIEN LES BAINS","AD387",2
"955",75015,"PARIS 15","AD39",3
"956",75016,"PARIS 16","AD40",2
"957",77230,"DAMMARTIN-EN-GOELE","AD405",1
"958",22400,"LAMBALLE-ARMOR","AD407",3
"959",95880,"ENGHIEN LES BAINS","AD410",1
"960",95870,"BEZONS","AD419",2
"961",75015,"PARIS 15","AD42",10
"962",75016,"PARIS 16","AD42",2
"963",42300,"ROANNE","AD420",2
"964",77230,"DAMMARTIN-EN-GOELE","AD423",2
"965",42300,"ROANNE","AD438",3
"966",42300,"ROANNE","AD439",6
"967",77230,"DAMMARTIN-EN-GOELE","AD441",1
"968",91000,"EVRY-COURCOURONNES","AD45",3
"969",77230,"DAMMARTIN-EN-GOELE","AD453",1
"970",77230,"DAMMARTIN-EN-GOELE","AD454",1
"971",77230,"DAMMARTIN-EN-GOELE","AD457",1
"972",91220,"BRETIGNY SUR ORGE","AD458",1
"973",75016,"PARIS 16","AD46",2
"974",42300,"ROANNE","AD460",3
"975",77230,"DAMMARTIN-EN-GOELE","AD464",1
"976",77230,"DAMMARTIN-EN-GOELE","AD465",1
"977",77230,"DAMMARTIN-EN-GOELE","AD467",1
"978",77230,"DAMMARTIN-EN-GOELE","AD471",1
"979",29120,"PONT L ABBE","AD472",1
"980",77230,"DAMMARTIN-EN-GOELE","AD474",1
"981",29120,"PONT L ABBE","AD475",1
"982",77230,"DAMMARTIN-EN-GOELE","AD478",1
"983",77230,"DAMMARTIN-EN-GOELE","AD485",1
"984",77230,"DAMMARTIN-EN-GOELE","AD486",1
"985",91220,"BRETIGNY SUR ORGE","AD491",5
"986",75016,"PARIS 16","AD50",2
"987",77230,"DAMMARTIN-EN-GOELE","AD500",1
"988",77230,"DAMMARTIN-EN-GOELE","AD506",1
"989",42300,"ROANNE","AD512",10
"990",77230,"DAMMARTIN-EN-GOELE","AD513",1
"991",29120,"PONT L ABBE","AD513",1
"992",42300,"ROANNE","AD514",1
"993",29120,"PONT L ABBE","AD515",1
"994",77230,"DAMMARTIN-EN-GOELE","AD517",1
"995",29120,"PONT L ABBE","AD517",1
"996",42300,"ROANNE","AD517",2
"997",42300,"ROANNE","AD518",1
"998",29120,"PONT L ABBE","AD519",1
"999",42300,"ROANNE","AD519",1
"1000",42300,"ROANNE","AD520",1
"1001",77230,"DAMMARTIN-EN-GOELE","AD521",1
"1002",42300,"ROANNE","AD521",1
"1003",42300,"ROANNE","AD522",1
"1004",42300,"ROANNE","AD523",1
"1005",42300,"ROANNE","AD524",1
"1006",42300,"ROANNE","AD525",1
"1007",77230,"DAMMARTIN-EN-GOELE","AD526",1
"1008",42300,"ROANNE","AD526",1
"1009",91220,"BRETIGNY SUR ORGE","AD527",1
"1010",42300,"ROANNE","AD527",2
"1011",42300,"ROANNE","AD528",2
"1012",77230,"DAMMARTIN-EN-GOELE","AD531",1
"1013",77230,"DAMMARTIN-EN-GOELE","AD532",1
"1014",77230,"DAMMARTIN-EN-GOELE","AD533",1
"1015",77230,"DAMMARTIN-EN-GOELE","AD540",1
"1016",77230,"DAMMARTIN-EN-GOELE","AD542",1
"1017",77230,"DAMMARTIN-EN-GOELE","AD544",1
"1018",77230,"DAMMARTIN-EN-GOELE","AD546",1
"1019",77230,"DAMMARTIN-EN-GOELE","AD549",1
"1020",93140,"BONDY","AD55",3
"1021",77230,"DAMMARTIN-EN-GOELE","AD553",1
"1022",95880,"ENGHIEN LES BAINS","AD553",2
"1023",77230,"DAMMARTIN-EN-GOELE","AD557",1
"1024",22400,"LAMBALLE-ARMOR","AD557",1
"1025",22400,"LAMBALLE-ARMOR","AD558",1
"1026",22400,"LAMBALLE-ARMOR","AD559",1
"1027",75016,"PARIS 16","AD56",2
"1028",77230,"DAMMARTIN-EN-GOELE","AD564",1
"1029",95870,"BEZONS","AD567",1
"1030",77230,"DAMMARTIN-EN-GOELE","AD569",1
"1031",95880,"ENGHIEN LES BAINS","AD569",1
"1032",92130,"ISSY-LES-MOULINEAUX","AD57",1
"1033",91220,"BRETIGNY SUR ORGE","AD571",1
"1034",91220,"BRETIGNY SUR ORGE","AD574",1
"1035",77230,"DAMMARTIN-EN-GOELE","AD577",1
"1036",92130,"ISSY-LES-MOULINEAUX","AD58",4
"1037",91220,"BRETIGNY SUR ORGE","AD587",3
"1038",51100,"REIMS","AD594",1
"1039",95870,"BEZONS","AD597",3
"1040",75020,"PARIS 20","AD6",1
"1041",94320,"THIAIS","AD60",8
"1042",91220,"BRETIGNY SUR ORGE","AD605",8
"1043",95880,"ENGHIEN LES BAINS","AD607",2
"1044",93140,"BONDY","AD61",5
"1045",92140,"CLAMART","AD61",2
"1046",51100,"REIMS","AD614",1
"1047",51100,"REIMS","AD615",1
"1048",51100,"REIMS","AD616",1
"1049",51100,"REIMS","AD618",1
"1050",51100,"REIMS","AD622",1
"1051",91220,"BRETIGNY SUR ORGE","AD635",12
"1052",91220,"BRETIGNY SUR ORGE","AD640",4
"1053",29120,"PONT L ABBE","AD649",1
"1054",75012,"PARIS 12","AD65",7
"1055",75016,"PARIS 16","AD65",1
"1056",29120,"PONT L ABBE","AD650",2
"1057",51100,"REIMS","AD66",1
"1058",93250,"VILLEMOMBLE","AD66",1
"1059",51100,"REIMS","AD666",1
"1060",92130,"ISSY-LES-MOULINEAUX","AD67",1
"1061",29120,"PONT L ABBE","AD672",1
"1062",93140,"BONDY","AD68",1
"1063",92130,"ISSY-LES-MOULINEAUX","AD68",2
"1064",75012,"PARIS 12","AD68",6
"1065",95880,"ENGHIEN LES BAINS","AD690",1
"1066",95880,"ENGHIEN LES BAINS","AD692",1
"1067",13100,"AIX EN PROVENCE","AD7",1
"1068",42300,"MABLY","AD7",1
"1069",94320,"THIAIS","AD70",1
"1070",17132,"MESCHERS-SUR-GIRONDE","AD702",1
"1071",91220,"BRETIGNY SUR ORGE","AD707",1
"1072",91220,"BRETIGNY SUR ORGE","AD708",3
"1073",91000,"EVRY-COURCOURONNES","AD73",3
"1074",95880,"ENGHIEN LES BAINS","AD734",1
"1075",95880,"ENGHIEN LES BAINS","AD748",2
"1076",93160,"NOISY-LE-GRAND","AD763",1
"1077",95880,"ENGHIEN LES BAINS","AD773",1
"1078",17132,"MESCHERS-SUR-GIRONDE","AD779",4
"1079",93160,"NOISY-LE-GRAND","AD784",2
"1080",42300,"MABLY","AD8",1
"1081",75016,"PARIS 16","AD8",2
"1082",29120,"PONT L ABBE","AD804",1
"1083",95880,"ENGHIEN LES BAINS","AD806",5
"1084",75012,"PARIS 12","AD82",4
"1085",95880,"ENGHIEN LES BAINS","AD824",1
"1086",29120,"PONT L ABBE","AD829",1
"1087",17132,"MESCHERS-SUR-GIRONDE","AD830",2
"1088",51100,"REIMS","AD830",2
"1089",95880,"ENGHIEN LES BAINS","AD831",1
"1090",95870,"BEZONS","AD834",1
"1091",95870,"BEZONS","AD835",1
"1092",95870,"BEZONS","AD836",1
"1093",17132,"MESCHERS-SUR-GIRONDE","AD892",2
"1094",75012,"PARIS 12","AD9",2
"1095",95870,"BEZONS","AD903",1
"1096",13100,"AIX EN PROVENCE","AD91",13
"1097",85000,"ROCHE SUR YON (LA)","AD91",1
"1098",95870,"BEZONS","AD948",1
"1099",17132,"MESCHERS-SUR-GIRONDE","AD984",1
"1100",17132,"MESCHERS-SUR-GIRONDE","AD985",1
"1101",94600,"CHOISY-LE-ROI","AE1",2
"1102",75012,"PARIS 12","AE10",2
"1103",75018,"PARIS 18","AE10",2
"1104",22400,"LAMBALLE-ARMOR","AE100",2
"1105",75016,"PARIS 16","AE100",2
"1106",95870,"BEZONS","AE1006",3
"1107",13100,"AIX EN PROVENCE","AE101",1
"1108",33100,"BORDEAUX","AE101",5
"1109",75015,"PARIS 15","AE101",1
"1110",92140,"CLAMART","AE102",1
"1111",75015,"PARIS 15","AE106",3
"1112",92140,"CLAMART","AE108",2
"1113",75015,"PARIS 15","AE108",13
"1114",91800,"BOUSSY-SAINT-ANTOINE","AE109",1
"1115",75012,"PARIS 12","AE11",4
"1116",75016,"PARIS 16","AE110",2
"1117",75016,"PARIS 16","AE111",9
"1118",91800,"BOUSSY-SAINT-ANTOINE","AE113",3
"1119",91800,"BRUNOY","AE113",1
"1120",42300,"ROANNE","AE114",5
"1121",51100,"REIMS","AE117",10
"1122",75018,"PARIS 18","AE118",2
"1123",95880,"ENGHIEN LES BAINS","AE120",3
"1124",93800,"EPINAY SUR SEINE","AE120",4
"1125",17132,"MESCHERS-SUR-GIRONDE","AE1210",1
"1126",17132,"MESCHERS-SUR-GIRONDE","AE1212",1
"1127",17132,"MESCHERS-SUR-GIRONDE","AE1213",1
"1128",92140,"CLAMART","AE123",4
"1129",95870,"BEZONS","AE1256",1
"1130",95870,"BEZONS","AE1291",1
"1131",75018,"PARIS 18","AE130",4
"1132",55100,"VERDUN","AE132",1
"1133",93110,"ROSNY-SOUS-BOIS","AE135",3
"1134",22400,"LAMBALLE-ARMOR","AE14",2
"1135",75016,"PARIS 16","AE14",1
"1136",75018,"PARIS 18","AE14",2
"1137",94320,"THIAIS","AE146",4
"1138",75012,"PARIS 12","AE15",1
"1139",93110,"ROSNY-SOUS-BOIS","AE152",2
"1140",13100,"AIX EN PROVENCE","AE153",2
"1141",95880,"ENGHIEN LES BAINS","AE153",18
"1142",93110,"ROSNY-SOUS-BOIS","AE153",5
"1143",93110,"ROSNY-SOUS-BOIS","AE154",2
"1144",95880,"ENGHIEN LES BAINS","AE155",1
"1145",93140,"BONDY","AE161",4
"1146",13100,"AIX EN PROVENCE","AE164",1
"1147",13100,"AIX EN PROVENCE","AE166",1
"1148",92140,"CLAMART","AE167",2
"1149",92140,"CLAMART","AE168",3
"1150",75012,"PARIS 12","AE17",6
"1151",92140,"CLAMART","AE170",2
"1152",93110,"ROSNY-SOUS-BOIS","AE170",1
"1153",92140,"CLAMART","AE172",1
"1154",94000,"CRETEIL","AE173",4
"1155",13100,"AIX EN PROVENCE","AE179",1
"1156",75012,"PARIS 12","AE18",1
"1157",75015,"PARIS 15","AE18",3
"1158",94000,"CRETEIL","AE183",4
"1159",13100,"AIX EN PROVENCE","AE186",2
